"x","y","species_set","species","model_predictors","plot_predictor"
15.9774248560461,0.00431861804222649,"Top Ten","Pyrus calleryana","LPI","LPI"
19.1247061346863,0.0345940959409594,"Top Ten","Pyrus calleryana","LPI","LPI"
21.1412,0,"Top Ten","Pyrus calleryana","LPI","LPI"
22.898061908368,0.0461946232487694,"Top Ten","Pyrus calleryana","LPI","LPI"
25.8070423194022,0.0763908109604207,"Top Ten","Pyrus calleryana","LPI","LPI"
28.5234390073082,0.065468940316687,"Top Ten","Pyrus calleryana","LPI","LPI"
43.5294,0.0686666666666667,"Top Ten","Pyrus calleryana","LPI","LPI"
46.4755398080439,0.0377056672760512,"Top Ten","Pyrus calleryana","LPI","LPI"
60.4438109571383,0.000644537544311956,"Top Ten","Pyrus calleryana","LPI","LPI"
1.78176945760927,0.0310689836756187,"Top Ten","Tilia cordata","LPI","LPI"
3.03508984700974,0.0483310152990264,"Top Ten","Tilia cordata","LPI","LPI"
5.37902902298851,0.0405491698595147,"Top Ten","Tilia cordata","LPI","LPI"
7.45188655204176,0.0414491863678232,"Top Ten","Tilia cordata","LPI","LPI"
9.449441080767,0.0450319581638582,"Top Ten","Tilia cordata","LPI","LPI"
10.7824211552347,0.0527075812274368,"Top Ten","Tilia cordata","LPI","LPI"
12.1270587997303,0.0469768487300517,"Top Ten","Tilia cordata","LPI","LPI"
12.4639326319197,0.0553577209452897,"Top Ten","Tilia cordata","LPI","LPI"
13.8995589003436,0.0219931271477663,"Top Ten","Tilia cordata","LPI","LPI"
14.7252695652174,0.0377846790890269,"Top Ten","Tilia cordata","LPI","LPI"
15.9774248560461,0.0177543186180422,"Top Ten","Tilia cordata","LPI","LPI"
19.1247061346863,0.0398985239852399,"Top Ten","Tilia cordata","LPI","LPI"
21.1412,0.0356977283263792,"Top Ten","Tilia cordata","LPI","LPI"
22.898061908368,0.0401363120030292,"Top Ten","Tilia cordata","LPI","LPI"
25.8070423194022,0.0343205092720731,"Top Ten","Tilia cordata","LPI","LPI"
28.5234390073082,0.0404993909866017,"Top Ten","Tilia cordata","LPI","LPI"
43.5294,0.036,"Top Ten","Tilia cordata","LPI","LPI"
46.4755398080439,0.024908592321755,"Top Ten","Tilia cordata","LPI","LPI"
60.4438109571383,0.0502739284563326,"Top Ten","Tilia cordata","LPI","LPI"
51.9707115495669,0.0890279114533205,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
61.6482180398162,0.140581929555896,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
68.810548269581,0.158469945355191,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
74.4813078449906,0.101606805293006,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
77.472794790487,0.102491506228766,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
77.5501941798942,0.0832451499118166,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
78.4977375997545,0.11755678330264,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
80.627366549009,0.142818354602226,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
85.0461087347463,0.101477199743096,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
86.8199971053337,0.141785044224069,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
90.2456112566845,0.175935828877005,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
93.3242,0.0542420027816412,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
94.5073751551043,0.145516074450085,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
95.8862815472779,0.18567335243553,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
101.529400598952,0.111055652607936,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
107.034511959087,0.219905586152636,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
114.166059864458,0.122740963855422,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
119.483624921301,0.212486883525708,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
148.642654846939,0.160395408163265,"Top Ten","Fraxinus pennsylvanica","LSI","LSI"
51.9707115495669,0.0563041385948027,"Top Ten","Acer saccharinum","LSI","LSI"
61.6482180398162,0.0401225114854518,"Top Ten","Acer saccharinum","LSI","LSI"
68.810548269581,0.0537340619307832,"Top Ten","Acer saccharinum","LSI","LSI"
74.4813078449906,0.0640359168241966,"Top Ten","Acer saccharinum","LSI","LSI"
77.472794790487,0.0855039637599094,"Top Ten","Acer saccharinum","LSI","LSI"
77.5501941798942,0.090299823633157,"Top Ten","Acer saccharinum","LSI","LSI"
78.4977375997545,0.0923879680785758,"Top Ten","Acer saccharinum","LSI","LSI"
80.627366549009,0.0439858810752104,"Top Ten","Acer saccharinum","LSI","LSI"
85.0461087347463,0.0706486833654464,"Top Ten","Acer saccharinum","LSI","LSI"
86.8199971053337,0.161886893594211,"Top Ten","Acer saccharinum","LSI","LSI"
90.2456112566845,0.075668449197861,"Top Ten","Acer saccharinum","LSI","LSI"
93.3242,0.321279554937413,"Top Ten","Acer saccharinum","LSI","LSI"
94.5073751551043,0.0877044557247603,"Top Ten","Acer saccharinum","LSI","LSI"
95.8862815472779,0.0624641833810888,"Top Ten","Acer saccharinum","LSI","LSI"
101.529400598952,0.039680559021712,"Top Ten","Acer saccharinum","LSI","LSI"
107.034511959087,0.0865460267505901,"Top Ten","Acer saccharinum","LSI","LSI"
114.166059864458,0.0549698795180723,"Top Ten","Acer saccharinum","LSI","LSI"
119.483624921301,0.0981112277019937,"Top Ten","Acer saccharinum","LSI","LSI"
148.642654846939,0.0586734693877551,"Top Ten","Acer saccharinum","LSI","LSI"
51.9707115495669,0.104427333974976,"Top Ten","Acer platanoides","LSI","LSI"
61.6482180398162,0.0952526799387443,"Top Ten","Acer platanoides","LSI","LSI"
68.810548269581,0.0810564663023679,"Top Ten","Acer platanoides","LSI","LSI"
74.4813078449906,0.121691871455577,"Top Ten","Acer platanoides","LSI","LSI"
77.472794790487,0.065118912797282,"Top Ten","Acer platanoides","LSI","LSI"
77.5501941798942,0.0941798941798942,"Top Ten","Acer platanoides","LSI","LSI"
78.4977375997545,0.108041743400859,"Top Ten","Acer platanoides","LSI","LSI"
80.627366549009,0.0632636437686668,"Top Ten","Acer platanoides","LSI","LSI"
85.0461087347463,0.0841361592806679,"Top Ten","Acer platanoides","LSI","LSI"
86.8199971053337,0.116590726346824,"Top Ten","Acer platanoides","LSI","LSI"
90.2456112566845,0.0705882352941176,"Top Ten","Acer platanoides","LSI","LSI"
93.3242,0.0551692165044043,"Top Ten","Acer platanoides","LSI","LSI"
94.5073751551043,0.0631697687535251,"Top Ten","Acer platanoides","LSI","LSI"
95.8862815472779,0.0836676217765043,"Top Ten","Acer platanoides","LSI","LSI"
101.529400598952,0.0758672323433991,"Top Ten","Acer platanoides","LSI","LSI"
107.034511959087,0.0700236034618411,"Top Ten","Acer platanoides","LSI","LSI"
114.166059864458,0.0726656626506024,"Top Ten","Acer platanoides","LSI","LSI"
119.483624921301,0.0695173137460651,"Top Ten","Acer platanoides","LSI","LSI"
148.642654846939,0.0758928571428571,"Top Ten","Acer platanoides","LSI","LSI"
51.9707115495669,0.475457170356112,"Top Ten","Other","LSI","LSI"
61.6482180398162,0.371209800918836,"Top Ten","Other","LSI","LSI"
68.810548269581,0.449453551912568,"Top Ten","Other","LSI","LSI"
74.4813078449906,0.310255198487713,"Top Ten","Other","LSI","LSI"
77.472794790487,0.285956964892412,"Top Ten","Other","LSI","LSI"
77.5501941798942,0.393298059964727,"Top Ten","Other","LSI","LSI"
78.4977375997545,0.424493554327808,"Top Ten","Other","LSI","LSI"
80.627366549009,0.346999728482216,"Top Ten","Other","LSI","LSI"
85.0461087347463,0.34810533076429,"Top Ten","Other","LSI","LSI"
86.8199971053337,0.259179844545698,"Top Ten","Other","LSI","LSI"
90.2456112566845,0.247058823529412,"Top Ten","Other","LSI","LSI"
93.3242,0.304589707927677,"Top Ten","Other","LSI","LSI"
94.5073751551043,0.349125775521715,"Top Ten","Other","LSI","LSI"
95.8862815472779,0.16676217765043,"Top Ten","Other","LSI","LSI"
101.529400598952,0.375592712752683,"Top Ten","Other","LSI","LSI"
107.034511959087,0.204169944925256,"Top Ten","Other","LSI","LSI"
114.166059864458,0.277484939759036,"Top Ten","Other","LSI","LSI"
119.483624921301,0.166054564533054,"Top Ten","Other","LSI","LSI"
148.642654846939,0.243941326530612,"Top Ten","Other","LSI","LSI"
51.9707115495669,0.0380173243503369,"Top Ten","Fraxinus americana","LSI","LSI"
61.6482180398162,0.026646248085758,"Top Ten","Fraxinus americana","LSI","LSI"
68.810548269581,0.0182149362477231,"Top Ten","Fraxinus americana","LSI","LSI"
74.4813078449906,0.0437145557655955,"Top Ten","Fraxinus americana","LSI","LSI"
77.472794790487,0.0690826727066818,"Top Ten","Fraxinus americana","LSI","LSI"
77.5501941798942,0.0412698412698413,"Top Ten","Fraxinus americana","LSI","LSI"
78.4977375997545,0.0346838551258441,"Top Ten","Fraxinus americana","LSI","LSI"
80.627366549009,0.0575617702959544,"Top Ten","Fraxinus americana","LSI","LSI"
85.0461087347463,0.0430314707771355,"Top Ten","Fraxinus americana","LSI","LSI"
86.8199971053337,0.039667649423747,"Top Ten","Fraxinus americana","LSI","LSI"
90.2456112566845,0.0545454545454545,"Top Ten","Fraxinus americana","LSI","LSI"
93.3242,0.0329160871580899,"Top Ten","Fraxinus americana","LSI","LSI"
94.5073751551043,0.0575296108291032,"Top Ten","Fraxinus americana","LSI","LSI"
95.8862815472779,0.092836676217765,"Top Ten","Fraxinus americana","LSI","LSI"
101.529400598952,0.0883453955577739,"Top Ten","Fraxinus americana","LSI","LSI"
107.034511959087,0.0597954366640441,"Top Ten","Fraxinus americana","LSI","LSI"
114.166059864458,0.0598644578313253,"Top Ten","Fraxinus americana","LSI","LSI"
119.483624921301,0.0658447009443861,"Top Ten","Fraxinus americana","LSI","LSI"
148.642654846939,0.0545280612244898,"Top Ten","Fraxinus americana","LSI","LSI"
51.9707115495669,0.0168431183830606,"Top Ten","Acer freemanii","LSI","LSI"
61.6482180398162,0.0229709035222052,"Top Ten","Acer freemanii","LSI","LSI"
68.810548269581,0.0104735883424408,"Top Ten","Acer freemanii","LSI","LSI"
74.4813078449906,0.0663988657844991,"Top Ten","Acer freemanii","LSI","LSI"
77.472794790487,0.118912797281993,"Top Ten","Acer freemanii","LSI","LSI"
77.5501941798942,0.0437389770723104,"Top Ten","Acer freemanii","LSI","LSI"
78.4977375997545,0.019950890116636,"Top Ten","Acer freemanii","LSI","LSI"
80.627366549009,0.0657073038284008,"Top Ten","Acer freemanii","LSI","LSI"
85.0461087347463,0.0738599871547848,"Top Ten","Acer freemanii","LSI","LSI"
86.8199971053337,0.0268024658268561,"Top Ten","Acer freemanii","LSI","LSI"
90.2456112566845,0.0751336898395722,"Top Ten","Acer freemanii","LSI","LSI"
93.3242,0.0180806675938804,"Top Ten","Acer freemanii","LSI","LSI"
94.5073751551043,0.0626057529610829,"Top Ten","Acer freemanii","LSI","LSI"
95.8862815472779,0.0876790830945559,"Top Ten","Acer freemanii","LSI","LSI"
101.529400598952,0.0326927876216621,"Top Ten","Acer freemanii","LSI","LSI"
107.034511959087,0.0743509047993706,"Top Ten","Acer freemanii","LSI","LSI"
114.166059864458,0.121611445783133,"Top Ten","Acer freemanii","LSI","LSI"
119.483624921301,0.075813221406086,"Top Ten","Acer freemanii","LSI","LSI"
148.642654846939,0.0966198979591837,"Top Ten","Acer freemanii","LSI","LSI"
51.9707115495669,0.0168431183830606,"Top Ten","Acer rubrum","LSI","LSI"
61.6482180398162,0.0318529862174579,"Top Ten","Acer rubrum","LSI","LSI"
68.810548269581,0.0382513661202186,"Top Ten","Acer rubrum","LSI","LSI"
74.4813078449906,0.0498582230623818,"Top Ten","Acer rubrum","LSI","LSI"
77.472794790487,0.044167610419026,"Top Ten","Acer rubrum","LSI","LSI"
77.5501941798942,0.0444444444444444,"Top Ten","Acer rubrum","LSI","LSI"
78.4977375997545,0.0190300798035605,"Top Ten","Acer rubrum","LSI","LSI"
80.627366549009,0.033668205267445,"Top Ten","Acer rubrum","LSI","LSI"
85.0461087347463,0.0661528580603725,"Top Ten","Acer rubrum","LSI","LSI"
86.8199971053337,0.0600375234521576,"Top Ten","Acer rubrum","LSI","LSI"
90.2456112566845,0.0614973262032086,"Top Ten","Acer rubrum","LSI","LSI"
93.3242,0.0176170607324988,"Top Ten","Acer rubrum","LSI","LSI"
94.5073751551043,0.0287648054145516,"Top Ten","Acer rubrum","LSI","LSI"
95.8862815472779,0.0756446991404011,"Top Ten","Acer rubrum","LSI","LSI"
101.529400598952,0.0192163713501373,"Top Ten","Acer rubrum","LSI","LSI"
107.034511959087,0.0771046420141621,"Top Ten","Acer rubrum","LSI","LSI"
114.166059864458,0.0583584337349398,"Top Ten","Acer rubrum","LSI","LSI"
119.483624921301,0.0894543546694648,"Top Ten","Acer rubrum","LSI","LSI"
148.642654846939,0.0825892857142857,"Top Ten","Acer rubrum","LSI","LSI"
51.9707115495669,0.129932627526468,"Top Ten","Gleditsia triacanthos","LSI","LSI"
61.6482180398162,0.177947932618683,"Top Ten","Gleditsia triacanthos","LSI","LSI"
68.810548269581,0.136612021857924,"Top Ten","Gleditsia triacanthos","LSI","LSI"
74.4813078449906,0.108695652173913,"Top Ten","Gleditsia triacanthos","LSI","LSI"
77.472794790487,0.0832389580973952,"Top Ten","Gleditsia triacanthos","LSI","LSI"
77.5501941798942,0.10652557319224,"Top Ten","Gleditsia triacanthos","LSI","LSI"
78.4977375997545,0.115715162676489,"Top Ten","Gleditsia triacanthos","LSI","LSI"
80.627366549009,0.106434971490633,"Top Ten","Gleditsia triacanthos","LSI","LSI"
85.0461087347463,0.129736673089274,"Top Ten","Gleditsia triacanthos","LSI","LSI"
86.8199971053337,0.101849370142053,"Top Ten","Gleditsia triacanthos","LSI","LSI"
90.2456112566845,0.122459893048128,"Top Ten","Gleditsia triacanthos","LSI","LSI"
93.3242,0.133518776077886,"Top Ten","Gleditsia triacanthos","LSI","LSI"
94.5073751551043,0.0871404399323181,"Top Ten","Gleditsia triacanthos","LSI","LSI"
95.8862815472779,0.106017191977077,"Top Ten","Gleditsia triacanthos","LSI","LSI"
101.529400598952,0.154978787122536,"Top Ten","Gleditsia triacanthos","LSI","LSI"
107.034511959087,0.0916601101494886,"Top Ten","Gleditsia triacanthos","LSI","LSI"
114.166059864458,0.0903614457831325,"Top Ten","Gleditsia triacanthos","LSI","LSI"
119.483624921301,0.0983735571878279,"Top Ten","Gleditsia triacanthos","LSI","LSI"
148.642654846939,0.0985331632653061,"Top Ten","Gleditsia triacanthos","LSI","LSI"
51.9707115495669,0.0322425409047161,"Top Ten","Tilia americana","LSI","LSI"
61.6482180398162,0.0502297090352221,"Top Ten","Tilia americana","LSI","LSI"
68.810548269581,0.0218579234972678,"Top Ten","Tilia americana","LSI","LSI"
74.4813078449906,0.0408790170132325,"Top Ten","Tilia americana","LSI","LSI"
77.472794790487,0.0158550396375991,"Top Ten","Tilia americana","LSI","LSI"
77.5501941798942,0.0412698412698413,"Top Ten","Tilia americana","LSI","LSI"
78.4977375997545,0.0310006138735421,"Top Ten","Tilia americana","LSI","LSI"
80.627366549009,0.0352973119739343,"Top Ten","Tilia americana","LSI","LSI"
85.0461087347463,0.0269749518304432,"Top Ten","Tilia americana","LSI","LSI"
86.8199971053337,0.00589654248190834,"Top Ten","Tilia americana","LSI","LSI"
90.2456112566845,0.0117647058823529,"Top Ten","Tilia americana","LSI","LSI"
93.3242,0.0268891979601298,"Top Ten","Tilia americana","LSI","LSI"
94.5073751551043,0.0383530738860688,"Top Ten","Tilia americana","LSI","LSI"
95.8862815472779,0.0120343839541547,"Top Ten","Tilia americana","LSI","LSI"
101.529400598952,0.0454205141003244,"Top Ten","Tilia americana","LSI","LSI"
107.034511959087,0.011014948859166,"Top Ten","Tilia americana","LSI","LSI"
114.166059864458,0.0139307228915663,"Top Ten","Tilia americana","LSI","LSI"
119.483624921301,0.0102308499475341,"Top Ten","Tilia americana","LSI","LSI"
148.642654846939,0.0127551020408163,"Top Ten","Tilia americana","LSI","LSI"
51.9707115495669,0.00673724735322425,"Top Ten","Pyrus calleryana","LSI","LSI"
61.6482180398162,0.00245022970903522,"Top Ten","Pyrus calleryana","LSI","LSI"
68.810548269581,0.00819672131147541,"Top Ten","Pyrus calleryana","LSI","LSI"
74.4813078449906,0.053875236294896,"Top Ten","Pyrus calleryana","LSI","LSI"
77.472794790487,0.093431483578709,"Top Ten","Pyrus calleryana","LSI","LSI"
77.5501941798942,0.0222222222222222,"Top Ten","Pyrus calleryana","LSI","LSI"
78.4977375997545,0.00583179864947821,"Top Ten","Pyrus calleryana","LSI","LSI"
80.627366549009,0.0445289166440402,"Top Ten","Pyrus calleryana","LSI","LSI"
85.0461087347463,0.0269749518304432,"Top Ten","Pyrus calleryana","LSI","LSI"
86.8199971053337,0.0337711069418387,"Top Ten","Pyrus calleryana","LSI","LSI"
90.2456112566845,0.0676470588235294,"Top Ten","Pyrus calleryana","LSI","LSI"
93.3242,0,"Top Ten","Pyrus calleryana","LSI","LSI"
94.5073751551043,0.0442752397067118,"Top Ten","Pyrus calleryana","LSI","LSI"
95.8862815472779,0.0739255014326648,"Top Ten","Pyrus calleryana","LSI","LSI"
101.529400598952,0.0197154978787123,"Top Ten","Pyrus calleryana","LSI","LSI"
107.034511959087,0.0625491738788356,"Top Ten","Pyrus calleryana","LSI","LSI"
114.166059864458,0.0926204819277108,"Top Ten","Pyrus calleryana","LSI","LSI"
119.483624921301,0.0742392444910808,"Top Ten","Pyrus calleryana","LSI","LSI"
148.642654846939,0.0803571428571429,"Top Ten","Pyrus calleryana","LSI","LSI"
51.9707115495669,0.034167468719923,"Top Ten","Tilia cordata","LSI","LSI"
61.6482180398162,0.0407350689127106,"Top Ten","Tilia cordata","LSI","LSI"
68.810548269581,0.0236794171220401,"Top Ten","Tilia cordata","LSI","LSI"
74.4813078449906,0.0389886578449905,"Top Ten","Tilia cordata","LSI","LSI"
77.472794790487,0.0362400906002265,"Top Ten","Tilia cordata","LSI","LSI"
77.5501941798942,0.0395061728395062,"Top Ten","Tilia cordata","LSI","LSI"
78.4977375997545,0.0313075506445672,"Top Ten","Tilia cordata","LSI","LSI"
80.627366549009,0.0597339125712734,"Top Ten","Tilia cordata","LSI","LSI"
85.0461087347463,0.0289017341040462,"Top Ten","Tilia cordata","LSI","LSI"
86.8199971053337,0.0525328330206379,"Top Ten","Tilia cordata","LSI","LSI"
90.2456112566845,0.0377005347593583,"Top Ten","Tilia cordata","LSI","LSI"
93.3242,0.0356977283263792,"Top Ten","Tilia cordata","LSI","LSI"
94.5073751551043,0.035815002820079,"Top Ten","Tilia cordata","LSI","LSI"
95.8862815472779,0.0532951289398281,"Top Ten","Tilia cordata","LSI","LSI"
101.529400598952,0.0374344896431245,"Top Ten","Tilia cordata","LSI","LSI"
107.034511959087,0.0428796223446105,"Top Ten","Tilia cordata","LSI","LSI"
114.166059864458,0.0353915662650602,"Top Ten","Tilia cordata","LSI","LSI"
119.483624921301,0.0398740818467996,"Top Ten","Tilia cordata","LSI","LSI"
148.642654846939,0.0357142857142857,"Top Ten","Tilia cordata","LSI","LSI"
74.6274983915895,0.139414802065404,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
173.029368358532,0.132692991817858,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
259.895151221412,0.138984214138641,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
346.602237504209,0.129592518370073,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
434.329248596765,0.13953488372093,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
518.642551349749,0.123638918159466,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
600.307673015925,0.136685791427607,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
681.759568040951,0.144467213114754,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
765.653229106338,0.148531375166889,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
849.947320125003,0.14021254713747,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
934.242333753845,0.165684348395547,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1021.84178767024,0.139454608215395,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1115.13447613698,0.134205092911218,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1219.84670150097,0.13757147662294,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1342.53947288996,0.144532597447396,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1489.96356252,0.139612558450234,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1682.02002436812,0.125634947511006,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
1964.47810374559,0.129791526563551,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
2670.58437500736,0.121120107962213,"Top Ten","Fraxinus pennsylvanica","CROWN_AREA","CROWN_AREA"
74.6274983915895,0.0530120481927711,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
173.029368358532,0.0494485948061188,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
259.895151221412,0.047700754975978,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
346.602237504209,0.0541082164328657,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
434.329248596765,0.0592859482476253,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
518.642551349749,0.0597119775201967,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
600.307673015925,0.0647991900101249,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
681.759568040951,0.0792349726775956,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
765.653229106338,0.0771028037383178,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
849.947320125003,0.085704490915324,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
934.242333753845,0.0907007203667322,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1021.84178767024,0.0911287538833276,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1115.13447613698,0.0994494150034411,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1219.84670150097,0.10427177934746,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1342.53947288996,0.1090031045188,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1489.96356252,0.109218436873747,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1682.02002436812,0.125634947511006,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
1964.47810374559,0.123066577000673,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
2670.58437500736,0.111336032388664,"Top Ten","Acer saccharinum","CROWN_AREA","CROWN_AREA"
74.6274983915895,0.0788296041308089,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
173.029368358532,0.0757737459978655,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
259.895151221412,0.0796156485929993,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
346.602237504209,0.0971943887775551,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
434.329248596765,0.0966262692433672,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
518.642551349749,0.0885142255005269,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
600.307673015925,0.0955113061086736,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
681.759568040951,0.0853825136612022,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
765.653229106338,0.0767690253671562,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
849.947320125003,0.0839904010970175,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
934.242333753845,0.0782580222658808,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1021.84178767024,0.0873317224715223,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1115.13447613698,0.0884377150722643,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1219.84670150097,0.0898082744702321,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1342.53947288996,0.0814073818558124,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1489.96356252,0.0828323313293253,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1682.02002436812,0.0768709786657636,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
1964.47810374559,0.0699394754539341,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
2670.58437500736,0.0775978407557355,"Top Ten","Acer platanoides","CROWN_AREA","CROWN_AREA"
74.6274983915895,0.308089500860585,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
173.029368358532,0.312344361437211,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
259.895151221412,0.305422100205903,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
346.602237504209,0.317969271877088,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
434.329248596765,0.318702915165411,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
518.642551349749,0.339304531085353,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
600.307673015925,0.319608504893689,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
681.759568040951,0.298497267759563,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
765.653229106338,0.296061415220294,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
849.947320125003,0.311278711004457,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
934.242333753845,0.301244269810085,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1021.84178767024,0.311701760441836,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1115.13447613698,0.307639366827254,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1219.84670150097,0.297006390850992,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1342.53947288996,0.301828216626423,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1489.96356252,0.309953239812959,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1682.02002436812,0.319674906874365,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
1964.47810374559,0.336919973100202,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
2670.58437500736,0.350877192982456,"Top Ten","Other","CROWN_AREA","CROWN_AREA"
74.6274983915895,0.0736660929432014,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
173.029368358532,0.0683030949839915,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
259.895151221412,0.0737817433081675,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
346.602237504209,0.0724782899131596,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
434.329248596765,0.0678021618080576,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
518.642551349749,0.057253249034071,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
600.307673015925,0.0563617954775565,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
681.759568040951,0.0549863387978142,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
765.653229106338,0.0590787716955941,"Top Ten","Fraxinus americana","CROWN_AREA","CROWN_AREA"
